Year,EndDate,day.of.year,Station,Net,Species,totcount,LG,Morts
2018,7/23/2018,204,218,218W,ARFL,74,NA,0
2018,7/23/2018,204,218,218W,FHSC,13,NA,0
2018,7/23/2018,204,218,218W,RDWF,3,NA,0
2018,7/23/2018,204,218,218W,RBSM,8,NA,0
2018,7/23/2018,204,218,218E,ARCS,4,1,0
2018,7/23/2018,204,218,218E,ARCS,2,2,0
2018,7/23/2018,204,218,218E,ARCS,1,3,0
2018,7/23/2018,204,218,218E,BDWF,1,1,0
2018,7/23/2018,204,218,218E,BDWF,25,2,0
2018,7/23/2018,204,218,218E,BDWF,17,3,0
2018,7/23/2018,204,218,218E,LSCS,13,1,0
2018,7/23/2018,204,218,218E,LSCS,76,2,0
2018,7/23/2018,204,218,218E,DLVN,5,1,0
2018,7/23/2018,204,218,218E,HBWF,8,NA,0
2018,7/23/2018,204,218,218E,SFCD,10,NA,0
2018,7/23/2018,204,218,218E,ARFL,103,NA,0
2018,7/23/2018,204,218,218E,FHSC,13,NA,0
2018,7/23/2018,204,218,218E,RBSM,21,NA,1
2018,7/23/2018,204,218,218E,RDWF,2,NA,0
2018,7/23/2018,204,230,230S,ARCS,20,1,0
2018,7/23/2018,204,230,230S,ARCS,26,2,0
2018,7/23/2018,204,230,230S,ARCS,2,3,0
2018,7/23/2018,204,230,230S,BDWF,5,1,1
2018,7/23/2018,204,230,230S,BDWF,17,2,0
2018,7/23/2018,204,230,230S,BDWF,4,3,0
2018,7/23/2018,204,230,230S,LSCS,48,1,0
2018,7/23/2018,204,230,230S,LSCS,15,2,0
2018,7/23/2018,204,230,230S,HBWF,3,NA,0
2018,7/23/2018,204,230,230S,ARFL,3,NA,1
2018,7/23/2018,204,230,230S,FHSC,23,NA,0
2018,7/23/2018,204,230,230S,RBSM,5,NA,1
2018,7/23/2018,204,230,230S,RDWF,4,NA,0
2018,7/23/2018,204,214,214W,ARCS,55,1,0
2018,7/23/2018,204,214,214W,ARCS,5,2,0
2018,7/23/2018,204,214,214W,BDWF,1,1,0
2018,7/23/2018,204,214,214W,BDWF,23,2,0
2018,7/23/2018,204,214,214W,BDWF,3,3,0
2018,7/23/2018,204,214,214W,LSCS,6,1,0
2018,7/23/2018,204,214,214W,LSCS,3,2,0
2018,7/23/2018,204,214,214W,SFCD,27,NA,0
2018,7/23/2018,204,214,214W,ARFL,120,NA,0
2018,7/23/2018,204,214,214W,FHSC,74,NA,0
2018,7/23/2018,204,214,214W,RBSM,22,NA,0
2018,7/23/2018,204,214,214W,RDWF,3,NA,0
2018,7/23/2018,204,230,230N,ARCS,7,1,0
2018,7/23/2018,204,230,230N,ARCS,1,2,0
2018,7/23/2018,204,230,230N,BDWF,1,1,0
2018,7/23/2018,204,230,230N,BDWF,1,2,0
2018,7/23/2018,204,230,230N,LSCS,3,1,0
2018,7/23/2018,204,230,230N,ARFL,1,NA,0
2018,7/23/2018,204,230,230N,FHSC,8,NA,0
2018,7/23/2018,204,230,230N,RBSM,4,NA,1
2018,7/23/2018,204,230,230N,RDWF,1,NA,0
2018,7/23/2018,204,220,220E,ARCS,56,1,0
2018,7/23/2018,204,220,220E,ARCS,6,2,0
2018,7/23/2018,204,220,220E,BDWF,7,2,0
2018,7/23/2018,204,220,220E,BDWF,7,3,0
2018,7/23/2018,204,220,220E,LSCS,15,1,0
2018,7/23/2018,204,220,220E,LSCS,43,2,0
2018,7/23/2018,204,220,220E,DLVN,9,1,0
2018,7/23/2018,204,220,220E,HBWF,16,NA,0
2018,7/23/2018,204,220,220E,ARCD,1,NA,0
2018,7/23/2018,204,220,220E,ARFL,26,NA,0
2018,7/23/2018,204,220,220E,FHSC,2,NA,0
2018,7/23/2018,204,220,220E,RBSM,2,NA,0
2018,7/23/2018,204,220,220E,RDWF,10,NA,0
2018,7/23/2018,204,214,214E,ARCS,2,1,0
2018,7/23/2018,204,214,214E,SFCD,1,NA,0
2018,7/23/2018,204,214,214E,ARFL,24,NA,0
2018,7/23/2018,204,214,214E,FHSC,15,NA,0
2018,7/23/2018,204,214,214E,RBSM,1,NA,0
2018,7/24/2018,205,230,230N,ARCS,2,1,0
2018,7/24/2018,205,230,230N,BDWF,1,1,0
2018,7/24/2018,205,230,230N,LSCS,2,1,0
2018,7/24/2018,205,230,230N,FHSC,8,NA,0
2018,7/24/2018,205,230,230N,ARFL,3,NA,0
2018,7/24/2018,205,230,230N,RBSM,1,NA,0
2018,7/24/2018,205,230,230S,ARCS,1,1,0
2018,7/24/2018,205,230,230S,ARCS,3,2,0
2018,7/24/2018,205,230,230S,BDWF,2,2,0
2018,7/24/2018,205,230,230S,LSCS,27,1,1
2018,7/24/2018,205,230,230S,HBWF,1,NA,0
2018,7/24/2018,205,230,230S,FHSC,8,NA,0
2018,7/24/2018,205,230,230S,RBSM,1,NA,0
2018,7/24/2018,205,230,230S,ARFL,1,NA,0
2018,7/24/2018,205,218,218W,ARCS,2,1,0
2018,7/24/2018,205,218,218W,ARCS,2,2,0
2018,7/24/2018,205,218,218W,BDWF,5,2,0
2018,7/24/2018,205,218,218W,BDWF,11,3,0
2018,7/24/2018,205,218,218W,LSCS,13,1,0
2018,7/24/2018,205,218,218W,LSCS,43,2,0
2018,7/24/2018,205,218,218W,HBWF,1,NA,0
2018,7/24/2018,205,218,218W,ARFL,40,NA,0
2018,7/24/2018,205,218,218W,FHSC,21,NA,0
2018,7/24/2018,205,218,218W,RBSM,1,NA,0
2018,7/24/2018,205,218,218W,RDWF,3,NA,0
2018,7/24/2018,205,218,218E,ARCS,4,1,0
2018,7/24/2018,205,218,218E,BDWF,32,2,0
2018,7/24/2018,205,218,218E,BDWF,71,3,0
2018,7/24/2018,205,218,218E,LSCS,18,1,0
2018,7/24/2018,205,218,218E,LSCS,141,2,0
2018,7/24/2018,205,218,218E,HBWF,9,NA,0
2018,7/24/2018,205,218,218E,ARFL,181,NA,0
2018,7/24/2018,205,218,218E,FHSC,56,NA,0
2018,7/24/2018,205,218,218E,RBSM,6,NA,0
2018,7/24/2018,205,220,220W,FHSC,3,NA,0
2018,7/24/2018,205,220,220E,ARCS,33,1,0
2018,7/24/2018,205,220,220E,ARCS,5,2,0
2018,7/24/2018,205,220,220E,BDWF,4,2,0
2018,7/24/2018,205,220,220E,BDWF,7,3,0
2018,7/24/2018,205,220,220E,LSCS,13,1,0
2018,7/24/2018,205,220,220E,LSCS,41,2,0
2018,7/24/2018,205,220,220E,DLVN,4,1,0
2018,7/24/2018,205,220,220E,HBWF,9,NA,0
2018,7/24/2018,205,220,220E,ARFL,24,NA,0
2018,7/24/2018,205,220,220E,FHSC,10,NA,0
2018,7/24/2018,205,220,220E,RDWF,3,NA,0
2018,7/24/2018,205,220,220E,RBSM,1,NA,0
2018,7/24/2018,205,214,214W,ARCS,17,1,0
2018,7/24/2018,205,214,214W,ARCS,3,2,0
2018,7/24/2018,205,214,214W,BDWF,3,1,0
2018,7/24/2018,205,214,214W,BDWF,19,2,0
2018,7/24/2018,205,214,214W,BDWF,2,3,0
2018,7/24/2018,205,214,214W,LSCS,10,1,0
2018,7/24/2018,205,214,214W,LSCS,3,2,0
2018,7/24/2018,205,214,214W,HBWF,3,NA,0
2018,7/24/2018,205,214,214W,SFCD,2,NA,0
2018,7/24/2018,205,214,214W,ARFL,51,NA,0
2018,7/24/2018,205,214,214W,FHSC,60,NA,0
2018,7/24/2018,205,214,214W,RBSM,73,NA,2
2018,7/24/2018,205,214,214W,RDWF,2,NA,0
2018,7/24/2018,205,214,214E,ARCS,1,1,0
2018,7/24/2018,205,214,214E,ARCS,1,2,0
2018,7/24/2018,205,214,214E,BDWF,1,1,0
2018,7/24/2018,205,214,214E,SFCD,2,NA,0
2018,7/24/2018,205,214,214E,ARFL,30,NA,0
2018,7/24/2018,205,214,214E,FHSC,29,NA,0
2018,7/24/2018,205,214,214E,RDWF,1,NA,0
2018,7/24/2018,205,214,214E,RBSM,7,NA,0
2018,7/25/2018,206,220,220W,ARCS,2,1,0
2018,7/25/2018,206,220,220W,ARCS,6,2,0
2018,7/25/2018,206,220,220W,BDWF,10,2,0
2018,7/25/2018,206,220,220W,BDWF,2,3,0
2018,7/25/2018,206,220,220W,LSCS,10,1,0
2018,7/25/2018,206,220,220W,LSCS,18,2,0
2018,7/25/2018,206,220,220W,HBWF,1,NA,0
2018,7/25/2018,206,220,220W,SFCD,7,NA,0
2018,7/25/2018,206,220,220W,ARFL,72,NA,0
2018,7/25/2018,206,220,220W,FHSC,26,NA,0
2018,7/25/2018,206,220,220W,RBSM,3,NA,0
2018,7/25/2018,206,220,220W,RDWF,2,NA,0
2018,7/25/2018,206,220,220E,ARCS,15,1,0
2018,7/25/2018,206,220,220E,ARCS,1,2,0
2018,7/25/2018,206,220,220E,BDWF,2,2,0
2018,7/25/2018,206,220,220E,BDWF,1,3,0
2018,7/25/2018,206,220,220E,LSCS,20,1,0
2018,7/25/2018,206,220,220E,LSCS,2,2,0
2018,7/25/2018,206,220,220E,HBWF,3,NA,0
2018,7/25/2018,206,220,220E,ARCD,1,NA,0
2018,7/25/2018,206,220,220E,SFCD,6,NA,0
2018,7/25/2018,206,220,220E,ARFL,7,NA,0
2018,7/25/2018,206,220,220E,FHSC,15,NA,0
2018,7/25/2018,206,220,220E,RBSM,1,NA,0
2018,7/25/2018,206,230,230S,ARCS,50,1,0
2018,7/25/2018,206,230,230S,ARCS,6,2,0
2018,7/25/2018,206,230,230S,ARCS,1,3,0
2018,7/25/2018,206,230,230S,BDWF,13,2,0
2018,7/25/2018,206,230,230S,LSCS,8,1,0
2018,7/25/2018,206,230,230S,LSCS,6,2,0
2018,7/25/2018,206,230,230S,HBWF,1,NA,0
2018,7/26/2018,207,220,220E,ARCS,24,1,0
2018,7/26/2018,207,220,220E,ARCS,9,2,0
2018,7/26/2018,207,220,220E,BDWF,6,2,0
2018,7/26/2018,207,220,220E,BDWF,3,3,0
2018,7/26/2018,207,220,220E,LSCS,109,1,0
2018,7/26/2018,207,220,220E,LSCS,41,2,0
2018,7/26/2018,207,220,220E,DLVN,2,1,0
2018,7/26/2018,207,220,220E,HBWF,7,NA,0
2018,7/26/2018,207,220,220E,SFCD,176,NA,0
2018,7/26/2018,207,220,220E,ARFL,11,NA,0
2018,7/26/2018,207,220,220E,FHSC,12,NA,0
2018,7/26/2018,207,220,220E,RBSM,8,NA,0
2018,7/26/2018,207,220,220E,RDWF,6,NA,0
2018,7/26/2018,207,220,220W,ARCS,3,2,0
2018,7/26/2018,207,220,220W,BDWF,11,2,0
2018,7/26/2018,207,220,220W,BDWF,2,3,0
2018,7/26/2018,207,220,220W,LSCS,7,1,0
2018,7/26/2018,207,220,220W,LSCS,16,2,0
2018,7/26/2018,207,220,220W,HBWF,7,NA,0
2018,7/26/2018,207,220,220W,ARFL,13,NA,0
2018,7/26/2018,207,220,220W,FHSC,7,NA,0
2018,7/26/2018,207,220,220W,RBSM,3,NA,0
2018,7/26/2018,207,230,230N,ARCS,213,1,0
2018,7/26/2018,207,230,230N,ARCS,9,2,0
2018,7/26/2018,207,230,230N,BDWF,8,1,0
2018,7/26/2018,207,230,230N,BDWF,5,2,0
2018,7/26/2018,207,230,230N,LSCS,3,1,0
2018,7/26/2018,207,230,230N,LSCS,1,2,0
2018,7/26/2018,207,230,230N,SFCD,2,NA,0
2018,7/26/2018,207,230,230N,ARFL,12,NA,0
2018,7/26/2018,207,230,230N,FHSC,10,NA,0
2018,7/26/2018,207,230,230N,RBSM,23,NA,0
2018,7/26/2018,207,230,230N,RDWF,3,NA,0
2018,7/26/2018,207,230,230S,ARCS,129,1,0
2018,7/26/2018,207,230,230S,ARCS,6,2,0
2018,7/26/2018,207,230,230S,BDWF,12,1,0
2018,7/26/2018,207,230,230S,BDWF,12,2,0
2018,7/26/2018,207,230,230S,LSCS,11,1,0
2018,7/26/2018,207,230,230S,LSCS,27,2,0
2018,7/26/2018,207,230,230S,HBWF,2,NA,0
2018,7/26/2018,207,230,230S,ARCD,1,NA,0
2018,7/26/2018,207,230,230S,ARFL,14,NA,0
2018,7/26/2018,207,230,230S,RDWF,6,NA,0
2018,7/26/2018,207,230,230S,RBSM,11,NA,2
2018,7/26/2018,207,230,230S,FHSC,9,NA,0
2018,7/26/2018,207,218,218E,ARCS,4,1,0
2018,7/26/2018,207,218,218E,ARCS,5,2,0
2018,7/26/2018,207,218,218E,BDWF,174,2,0
2018,7/26/2018,207,218,218E,BDWF,43,3,0
2018,7/26/2018,207,218,218E,LSCS,53,1,0
2018,7/26/2018,207,218,218E,LSCS,160,2,0
2018,7/26/2018,207,218,218E,DLVN,1,1,0
2018,7/26/2018,207,218,218E,HBWF,8,NA,0
2018,7/26/2018,207,218,218E,ARCD,2,NA,0
2018,7/26/2018,207,218,218E,SFCD,32,NA,0
2018,7/26/2018,207,218,218E,ARFL,308,NA,0
2018,7/26/2018,207,218,218E,FHSC,101,NA,0
2018,7/26/2018,207,218,218E,RBSM,4,NA,1
2018,7/26/2018,207,218,218E,RDWF,1,NA,0
2018,7/27/2018,208,230,230N,ARCS,8,1,1
2018,7/27/2018,208,230,230N,RDWF,2,NA,0
2018,7/27/2018,208,230,230S,ARCS,3,1,0
2018,7/27/2018,208,230,230S,BDWF,8,1,0
2018,7/27/2018,208,230,230S,BDWF,7,2,0
2018,7/27/2018,208,230,230S,BDWF,2,3,0
2018,7/27/2018,208,230,230S,LSCS,2,1,0
2018,7/27/2018,208,230,230S,LSCS,2,2,0
2018,7/27/2018,208,230,230S,SFCD,1,NA,0
2018,7/27/2018,208,230,230S,ARFL,5,NA,0
2018,7/27/2018,208,230,230S,FHSC,12,NA,0
2018,7/27/2018,208,230,230S,RBSM,2,NA,0
2018,7/27/2018,208,230,230S,RDWF,1,NA,0
2018,7/27/2018,208,220,220W,ARCS,5,1,0
2018,7/27/2018,208,220,220W,BDWF,16,2,0
2018,7/27/2018,208,220,220W,LSCS,18,1,0
2018,7/27/2018,208,220,220W,LSCS,5,2,0
2018,7/27/2018,208,220,220W,HBWF,1,NA,0
2018,7/27/2018,208,220,220W,ARFL,2,NA,0
2018,7/27/2018,208,220,220W,FHSC,3,NA,0
2018,7/27/2018,208,220,220W,RDWF,1,NA,0
2018,7/27/2018,208,220,220E,ARCS,10,1,0
2018,7/27/2018,208,220,220E,ARCS,5,2,0
2018,7/27/2018,208,220,220E,BDWF,2,2,0
2018,7/27/2018,208,220,220E,BDWF,7,3,0
2018,7/27/2018,208,220,220E,LSCS,24,1,0
2018,7/27/2018,208,220,220E,LSCS,39,2,0
2018,7/27/2018,208,220,220E,DLVN,1,1,0
2018,7/27/2018,208,220,220E,HBWF,9,NA,0
2018,7/27/2018,208,220,220E,ARCD,2,NA,0
2018,7/27/2018,208,220,220E,ARFL,15,NA,0
2018,7/27/2018,208,220,220E,FHSC,11,NA,0
2018,7/27/2018,208,220,220E,RDWF,5,NA,0
2018,7/27/2018,208,220,220E,GRAY,1,NA,0
2018,7/27/2018,208,220,220E,RBSM,2,NA,0
2018,7/27/2018,208,218,218W,ARCS,9,1,0
2018,7/27/2018,208,218,218W,ARCS,2,2,0
2018,7/27/2018,208,218,218W,BDWF,13,2,0
2018,7/27/2018,208,218,218W,BDWF,3,3,0
2018,7/27/2018,208,218,218W,LSCS,31,1,0
2018,7/27/2018,208,218,218W,LSCS,43,2,0
2018,7/27/2018,208,218,218W,HBWF,1,NA,0
2018,7/27/2018,208,218,218W,SFCD,18,NA,0
2018,7/27/2018,208,218,218W,ARFL,58,NA,0
2018,7/27/2018,208,218,218W,FHSC,20,NA,0
2018,7/27/2018,208,218,218W,RBSM,11,NA,1
2018,7/27/2018,208,218,218W,RDWF,2,NA,0
2018,7/27/2018,208,218,218E,ARCS,4,1,0
2018,7/27/2018,208,218,218E,ARCS,1,2,0
2018,7/27/2018,208,218,218E,BDWF,1,1,0
2018,7/27/2018,208,218,218E,BDWF,42,2,0
2018,7/27/2018,208,218,218E,BDWF,10,3,0
2018,7/27/2018,208,218,218E,LSCS,21,1,0
2018,7/27/2018,208,218,218E,LSCS,65,2,0
2018,7/27/2018,208,218,218E,HBWF,5,NA,0
2018,7/27/2018,208,218,218E,ARCD,1,NA,0
2018,7/27/2018,208,218,218E,SFCD,53,NA,0
2018,7/27/2018,208,218,218E,ARFL,295,NA,0
2018,7/27/2018,208,218,218E,FHSC,46,NA,0
2018,7/27/2018,208,218,218E,RBSM,15,NA,0
2018,7/27/2018,208,218,218E,RDWF,3,NA,0
2018,7/27/2018,208,214,214W,ARCS,36,1,0
2018,7/27/2018,208,214,214W,ARCS,1,3,0
2018,7/27/2018,208,214,214W,BDWF,146,1,0
2018,7/27/2018,208,214,214W,BDWF,127,2,0
2018,7/27/2018,208,214,214W,BDWF,8,3,0
2018,7/27/2018,208,214,214W,LSCS,2,1,0
2018,7/27/2018,208,214,214W,DLVN,1,1,0
2018,7/27/2018,208,214,214W,HBWF,1,NA,0
2018,7/27/2018,208,214,214W,ARFL,110,NA,0
2018,7/27/2018,208,214,214W,FHSC,29,NA,0
2018,7/27/2018,208,214,214W,RBSM,13,NA,0
2018,7/27/2018,208,214,214W,RDWF,2,NA,0
2018,7/27/2018,208,214,214E,ARCS,1,1,0
2018,7/27/2018,208,214,214E,BDWF,6,1,0
2018,7/27/2018,208,214,214E,BDWF,1,2,0
2018,7/27/2018,208,214,214E,SFCD,2,NA,0
2018,7/27/2018,208,214,214E,ARFL,19,NA,0
2018,7/27/2018,208,214,214E,FHSC,28,NA,0
2018,7/27/2018,208,214,214E,RBSM,3,NA,0
2018,7/27/2018,208,214,214E,RDWF,3,NA,0
2018,7/28/2018,209,230,230S,ARCS,3,1,0
2018,7/28/2018,209,230,230S,BDWF,5,1,0
2018,7/28/2018,209,230,230S,BDWF,11,2,0
2018,7/28/2018,209,230,230S,LSCS,1,1,0
2018,7/28/2018,209,230,230S,LSCS,3,2,0
2018,7/28/2018,209,230,230S,ARFL,6,NA,0
2018,7/28/2018,209,230,230S,FHSC,2,NA,0
2018,7/28/2018,209,230,230S,RBSM,2,NA,0
2018,7/28/2018,209,230,230S,RDWF,1,NA,0
2018,7/28/2018,209,230,230N,BDWF,2,1,0
2018,7/28/2018,209,230,230N,BDWF,1,2,0
2018,7/28/2018,209,230,230N,ARFL,2,NA,0
2018,7/28/2018,209,230,230N,FHSC,1,NA,0
2018,7/28/2018,209,230,230N,RBSM,3,NA,0
2018,7/28/2018,209,230,230N,RDWF,1,NA,0
2018,7/28/2018,209,220,220E,ARCS,5,1,0
2018,7/28/2018,209,220,220E,ARCS,2,2,0
2018,7/28/2018,209,220,220E,ARCS,1,3,0
2018,7/28/2018,209,220,220E,BDWF,10,2,0
2018,7/28/2018,209,220,220E,BDWF,4,3,0
2018,7/28/2018,209,220,220E,LSCS,4,1,0
2018,7/28/2018,209,220,220E,LSCS,30,2,0
2018,7/28/2018,209,220,220E,HBWF,4,NA,0
2018,7/28/2018,209,220,220E,ARCD,1,NA,0
2018,7/28/2018,209,220,220E,ARFL,17,NA,0
2018,7/28/2018,209,220,220E,FHSC,38,NA,0
2018,7/28/2018,209,220,220E,RDWF,1,NA,0
2018,7/28/2018,209,218,218W,ARCS,4,1,0
2018,7/28/2018,209,218,218W,ARCS,3,2,1
2018,7/28/2018,209,218,218W,BDWF,5,2,0
2018,7/28/2018,209,218,218W,BDWF,6,3,0
2018,7/28/2018,209,218,218W,LSCS,5,1,0
2018,7/28/2018,209,218,218W,LSCS,27,2,0
2018,7/28/2018,209,218,218W,HBWF,1,NA,0
2018,7/28/2018,209,218,218W,ARFL,9,NA,0
2018,7/28/2018,209,218,218W,FHSC,16,NA,0
2018,7/28/2018,209,218,218W,RBSM,1,NA,0
2018,7/28/2018,209,220,220W,ARCS,2,1,0
2018,7/28/2018,209,220,220W,BDWF,7,2,0
2018,7/28/2018,209,220,220W,BDWF,5,3,0
2018,7/28/2018,209,220,220W,LSCS,17,2,0
2018,7/28/2018,209,220,220W,HBWF,1,NA,0
2018,7/28/2018,209,220,220W,FHSC,10,NA,0
2018,7/28/2018,209,220,220W,ARFL,2,NA,0
2018,7/28/2018,209,218,218E,ARCS,4,1,0
2018,7/28/2018,209,218,218E,BDWF,1,1,0
2018,7/28/2018,209,218,218E,BDWF,11,2,0
2018,7/28/2018,209,218,218E,BDWF,10,3,0
2018,7/28/2018,209,218,218E,LSCS,31,1,0
2018,7/28/2018,209,218,218E,LSCS,136,2,0
2018,7/28/2018,209,218,218E,HBWF,4,NA,0
2018,7/28/2018,209,218,218E,SFCD,5,NA,0
2018,7/28/2018,209,218,218E,ARFL,148,NA,0
2018,7/28/2018,209,218,218E,FHSC,192,NA,0
2018,7/28/2018,209,218,218E,RBSM,10,NA,0
2018,7/28/2018,209,214,214W,ARCS,11,1,0
2018,7/28/2018,209,214,214W,BDWF,18,1,0
2018,7/28/2018,209,214,214W,BDWF,25,2,0
2018,7/28/2018,209,214,214W,LSCS,3,1,0
2018,7/28/2018,209,214,214W,LSCS,1,2,0
2018,7/28/2018,209,214,214W,SFCD,4,NA,0
2018,7/28/2018,209,214,214W,ARFL,93,NA,0
2018,7/28/2018,209,214,214W,FHSC,26,NA,0
2018,7/28/2018,209,214,214W,NNSB,5,NA,0
2018,7/28/2018,209,214,214W,RBSM,6,NA,2
2018,7/28/2018,209,214,214W,RDWF,2,NA,0
2018,7/28/2018,209,214,214E,ARCS,3,1,0
2018,7/28/2018,209,214,214E,BDWF,3,1,0
2018,7/28/2018,209,214,214E,BDWF,4,2,0
2018,7/28/2018,209,214,214E,LSCS,1,1,0
2018,7/28/2018,209,214,214E,SFCD,1,NA,0
2018,7/28/2018,209,214,214E,ARFL,10,NA,0
2018,7/28/2018,209,214,214E,FHSC,8,NA,0
2018,7/28/2018,209,214,214E,RDWF,2,NA,0
2018,7/28/2018,209,214,214E,BRBT,1,NA,0
2018,7/28/2018,209,214,214E,RBSM,3,NA,1
2018,7/29/2018,210,230,230S,ARCS,85,1,0
2018,7/29/2018,210,230,230S,ARCS,13,2,0
2018,7/29/2018,210,230,230S,ARCS,1,3,0
2018,7/29/2018,210,230,230S,BDWF,16,1,0
2018,7/29/2018,210,230,230S,BDWF,75,2,0
2018,7/29/2018,210,230,230S,BDWF,2,3,0
2018,7/29/2018,210,230,230S,LSCS,15,1,0
2018,7/29/2018,210,230,230S,LSCS,8,2,0
2018,7/29/2018,210,230,230S,SFCD,1,NA,0
2018,7/29/2018,210,230,230S,ARFL,2,NA,0
2018,7/29/2018,210,230,230S,FHSC,3,NA,0
2018,7/29/2018,210,230,230S,RBSM,4,NA,3
2018,7/29/2018,210,230,230S,RDWF,2,NA,0
2018,7/29/2018,210,230,230N,ARCS,16,1,0
2018,7/29/2018,210,230,230N,ARCS,2,2,0
2018,7/29/2018,210,230,230N,BDWF,6,1,0
2018,7/29/2018,210,230,230N,BDWF,2,2,0
2018,7/29/2018,210,230,230N,LSCS,1,1,0
2018,7/29/2018,210,230,230N,SFCD,1,NA,0
2018,7/29/2018,210,230,230N,ARFL,2,NA,0
2018,7/29/2018,210,230,230N,FHSC,3,NA,0
2018,7/29/2018,210,230,230N,RBSM,3,NA,0
2018,7/29/2018,210,230,230N,NNSB,1,NA,0
2018,7/29/2018,210,230,230N,RDWF,1,NA,0
2018,7/29/2018,210,220,220W,ARCS,1,1,0
2018,7/29/2018,210,220,220W,ARCS,6,2,0
2018,7/29/2018,210,220,220W,BDWF,19,2,0
2018,7/29/2018,210,220,220W,BDWF,2,3,0
2018,7/29/2018,210,220,220W,LSCS,5,1,0
2018,7/29/2018,210,220,220W,LSCS,16,2,0
2018,7/29/2018,210,220,220W,HBWF,13,NA,0
2018,7/29/2018,210,220,220W,ARCD,6,NA,0
2018,7/29/2018,210,220,220W,SFCD,11,NA,0
2018,7/29/2018,210,220,220W,ARFL,57,NA,0
2018,7/29/2018,210,220,220W,FHSC,17,NA,0
2018,7/29/2018,210,220,220W,RBSM,6,NA,0
2018,7/29/2018,210,220,220E,ARCS,67,1,0
2018,7/29/2018,210,220,220E,ARCS,38,2,0
2018,7/29/2018,210,220,220E,ARCS,7,3,0
2018,7/29/2018,210,220,220E,BDWF,9,2,0
2018,7/29/2018,210,220,220E,BDWF,8,3,0
2018,7/29/2018,210,220,220E,LSCS,15,1,0
2018,7/29/2018,210,220,220E,LSCS,36,2,0
2018,7/29/2018,210,220,220E,DLVN,1,1,0
2018,7/29/2018,210,220,220E,HBWF,17,NA,0
2018,7/29/2018,210,220,220E,ARCD,3,NA,0
2018,7/29/2018,210,220,220E,SFCD,4,NA,0
2018,7/29/2018,210,220,220E,ARFL,11,NA,0
2018,7/29/2018,210,220,220E,FHSC,6,NA,0
2018,7/29/2018,210,220,220E,RBSM,4,NA,0
2018,7/29/2018,210,218,218W,ARCS,16,1,0
2018,7/29/2018,210,218,218W,ARCS,1,2,0
2018,7/29/2018,210,218,218W,BDWF,29,2,0
2018,7/29/2018,210,218,218W,BDWF,8,3,0
2018,7/29/2018,210,218,218W,LSCS,23,1,0
2018,7/29/2018,210,218,218W,LSCS,35,2,0
2018,7/29/2018,210,218,218W,HBWF,5,NA,0
2018,7/29/2018,210,218,218W,SFCD,110,NA,0
2018,7/29/2018,210,218,218W,ARFL,509,NA,0
2018,7/29/2018,210,218,218W,FHSC,20,NA,0
2018,7/29/2018,210,218,218W,RBSM,10,NA,0
2018,7/29/2018,210,218,218W,RDWF,1,NA,0
2018,7/29/2018,210,218,218E,ARCS,17,1,0
2018,7/29/2018,210,218,218E,ARCS,7,2,0
2018,7/29/2018,210,218,218E,BDWF,11,2,0
2018,7/29/2018,210,218,218E,BDWF,4,3,0
2018,7/29/2018,210,218,218E,LSCS,30,1,0
2018,7/29/2018,210,218,218E,LSCS,74,2,0
2018,7/29/2018,210,218,218E,HBWF,2,NA,0
2018,7/29/2018,210,218,218E,ARCD,1,NA,0
2018,7/29/2018,210,218,218E,SFCD,37,NA,0
2018,7/29/2018,210,218,218E,ARFL,41,NA,0
2018,7/29/2018,210,218,218E,FHSC,10,NA,0
2018,7/29/2018,210,218,218E,RBSM,18,NA,0
2018,7/30/2018,211,230,230S,ARCS,2,1,0
2018,7/30/2018,211,230,230S,BDWF,1,1,0
2018,7/30/2018,211,230,230S,BDWF,1,2,0
2018,7/30/2018,211,230,230S,BDWF,1,3,0
2018,7/30/2018,211,230,230S,LSCS,1,1,0
2018,7/30/2018,211,230,230S,LSCS,1,2,0
2018,7/30/2018,211,230,230S,RBSM,1,NA,1
2018,7/30/2018,211,230,230N,ARCS,9,1,0
2018,7/30/2018,211,230,230N,ARCS,1,2,0
2018,7/30/2018,211,230,230N,BDWF,3,2,0
2018,7/30/2018,211,230,230N,LSCS,1,2,0
2018,7/30/2018,211,230,230N,FHSC,1,NA,0
2018,7/30/2018,211,230,230N,RBSM,21,NA,0
2018,7/30/2018,211,230,230N,RDWF,1,NA,0
2018,7/30/2018,211,214,214W,ARCS,257,1,0
2018,7/30/2018,211,214,214W,ARCS,12,2,0
2018,7/30/2018,211,214,214W,ARCS,1,3,0
2018,7/30/2018,211,214,214W,BDWF,180,1,0
2018,7/30/2018,211,214,214W,BDWF,362,2,0
2018,7/30/2018,211,214,214W,BDWF,10,3,0
2018,7/30/2018,211,214,214W,LSCS,50,1,0
2018,7/30/2018,211,214,214W,LSCS,29,2,0
2018,7/30/2018,211,214,214W,DLVN,1,1,0
2018,7/30/2018,211,214,214W,DLVN,1,2,0
2018,7/30/2018,211,214,214W,HBWF,3,NA,0
2018,7/30/2018,211,214,214W,SFCD,21,NA,0
2018,7/30/2018,211,214,214W,ARFL,900,NA,0
2018,7/30/2018,211,214,214W,FHSC,102,NA,0
2018,7/30/2018,211,214,214W,RBSM,905,NA,220
2018,7/30/2018,211,214,214W,RDWF,4,NA,0
